seasonal,trend,remainder,Date
639.6503363295258,36837.30514437125,1668.2945192992265,2018-07-06
-1678.9338712806623,36033.29297068288,-5427.859099402216,2018-07-07
-2330.046098941667,35229.28079699451,-4282.443031386178,2018-07-08
313.5175775448375,35245.010997024125,-1148.3619079022974,2018-07-09
1096.9234094816782,35260.741197053736,2508.4603934645856,2018-07-10
1037.5529960109286,35909.51564779211,2752.514689530297,2018-07-11
921.3356996802454,36558.290098530495,-709.167464877406,2018-07-12
639.6503363295258,37000.73157179915,-1593.215241462014,2018-07-13
-1678.9338712806623,37443.17304506781,-821.5725071204797,2018-07-14
-2330.046098941667,37444.515995886366,-910.3865636113624,2018-07-15
313.5175775448375,37445.858946704924,4137.706809083575,2018-07-16
1096.9234094816782,36876.26722497947,3107.684365538851,2018-07-17
1037.5529960109286,36306.675503254024,-941.7701659316153,2018-07-18
921.3356996802454,35444.3093401414,-1741.1033731549833,2018-07-19
639.6503363295258,34581.94317702878,-333.8851800249686,2018-07-20
-1678.9338712806623,34628.749858983276,-3620.065987702612,2018-07-21
-2330.046098941667,34675.556540937774,-1283.2604419961062,2018-07-22
313.5175775448375,35304.092488200884,1938.764934254279,2018-07-23
1096.9234094816782,35932.628435463994,1353.3231550543278,2018-07-24
1037.5529960109286,36244.111203577275,-219.49753292153764,2018-07-25
921.3356996802454,36555.593971690556,744.2369952958616,2018-07-26
639.6503363295258,36080.49945790543,1471.3502057650403,2018-07-27
-1678.9338712806623,35605.40494412031,569.2789271603542,2018-07-28
-2330.046098941667,35631.35117564241,-1138.3884100340802,2018-07-29
313.5175775448375,35657.29740716452,-3013.398318042695,2018-07-30
1096.9234094816782,35757.84296529219,-2315.683041440534,2018-07-31
1037.5529960109286,35858.38852341985,2334.850147235884,2018-08-01
921.3356996802454,36086.853855368594,2584.8521116178235,2018-08-02
639.6503363295258,36315.319187317335,-1468.9695236468615,2018-08-03
